task_id,layer,difficulty,system,model_id,seed,passed,score,failure_mode,rubric_json,notes,n_turns,wallclock_s,adapter_error,started_at,trajectory
A03_hvg,A,easy,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""hvg_present"": true, ""hvg_count"": true, ""hvg_includes_canonical_markers"": true}","hvg_includes_canonical_markers: 20 canonical markers flagged: ['CCR7', 'CD14', 'CD3D', 'CD3E', 'CD79A', 'CD79B', 'CD8A', 'CD8B']",6,113.56574320793152,,2026-04-28T14:08:13.427388Z,trajectories/deepseek_v4flash_canonical/A03_hvg__deepseek_baseline__deepseek_v4_flash__seed2.json
A03_hvg,A,easy,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""hvg_present"": true, ""hvg_count"": true, ""hvg_includes_canonical_markers"": true}","hvg_includes_canonical_markers: 20 canonical markers flagged: ['CCR7', 'CD14', 'CD3D', 'CD3E', 'CD79A', 'CD79B', 'CD8A', 'CD8B']",3,20.132455110549927,,2026-04-27T05:13:25.519283Z,trajectories/deepseek_v4flash_canonical/A03_hvg__deepseek_omicverse__deepseek_v4_flash__seed0.json
A03_hvg,A,easy,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""hvg_present"": true, ""hvg_count"": true, ""hvg_includes_canonical_markers"": true}","hvg_includes_canonical_markers: 20 canonical markers flagged: ['CCR7', 'CD14', 'CD3D', 'CD3E', 'CD79A', 'CD79B', 'CD8A', 'CD8B']",5,41.90328621864319,,2026-04-28T03:23:06.382807Z,trajectories/deepseek_v4flash_canonical/A03_hvg__deepseek_omicverse__deepseek_v4_flash__seed1.json
A03_hvg,A,easy,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""hvg_present"": true, ""hvg_count"": true, ""hvg_includes_canonical_markers"": true}","hvg_includes_canonical_markers: 20 canonical markers flagged: ['CCR7', 'CD14', 'CD3D', 'CD3E', 'CD79A', 'CD79B', 'CD8A', 'CD8B']",5,128.2766740322113,,2026-04-28T14:10:22.607252Z,trajectories/deepseek_v4flash_canonical/A03_hvg__deepseek_omicverse__deepseek_v4_flash__seed2.json
A04_pca_neighbors_umap,A,medium,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.457,2,66.81344485282898,,2026-04-27T05:16:09.517469Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_baseline__deepseek_v4_flash__seed0.json
A04_pca_neighbors_umap,A,medium,deepseek_baseline,deepseek-v4-flash,1,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.457,4,82.0319356918335,,2026-04-28T03:24:28.826449Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_baseline__deepseek_v4_flash__seed1.json
A04_pca_neighbors_umap,A,medium,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.457,7,343.17748188972473,,2026-04-28T14:16:20.299560Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_baseline__deepseek_v4_flash__seed2.json
A04_pca_neighbors_umap,A,medium,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.457,4,76.65307068824768,,2026-04-27T05:15:01.749944Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_omicverse__deepseek_v4_flash__seed0.json
A04_pca_neighbors_umap,A,medium,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.406,7,179.29058480262756,,2026-04-28T03:27:28.897590Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_omicverse__deepseek_v4_flash__seed1.json
A04_pca_neighbors_umap,A,medium,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""pca"": true, ""neighbors"": true, ""umap"": true, ""umap_shape"": true, ""umap_preserves_celltype"": true}",umap_preserves_celltype: silhouette(X_umap | cell_type) = 0.457,6,261.57388615608215,,2026-04-28T14:20:42.558953Z,trajectories/deepseek_v4flash_canonical/A04_pca_neighbors_umap__deepseek_omicverse__deepseek_v4_flash__seed2.json
A05_leiden_clustering,A,hard,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 8 resolutions; mean ARI = 0.591 | ari_vs_celltype: ARI=0.924,4,46.09405446052551,,2026-04-27T05:18:27.431387Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_baseline__deepseek_v4_flash__seed0.json
A05_leiden_clustering,A,hard,deepseek_baseline,deepseek-v4-flash,1,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 3 resolutions; mean ARI = 0.674 | ari_vs_celltype: ARI=0.540,7,58.151567459106445,,2026-04-28T03:28:27.446589Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_baseline__deepseek_v4_flash__seed1.json
A05_leiden_clustering,A,hard,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 7 resolutions; mean ARI = 0.625 | ari_vs_celltype: ARI=0.899,16,632.4570953845978,,2026-04-28T14:31:15.931978Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_baseline__deepseek_v4_flash__seed2.json
A05_leiden_clustering,A,hard,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 5 resolutions; mean ARI = 0.630 | ari_vs_celltype: ARI=0.540,6,87.5244870185852,,2026-04-27T05:17:37.714779Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_omicverse__deepseek_v4_flash__seed0.json
A05_leiden_clustering,A,hard,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 5 resolutions; mean ARI = 0.607 | ari_vs_celltype: ARI=0.610,7,136.4094204902649,,2026-04-28T03:30:44.404620Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_omicverse__deepseek_v4_flash__seed1.json
A05_leiden_clustering,A,hard,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""leiden_present"": true, ""cluster_count"": true, ""resolution_recorded"": true, ""multi_resolution_stability"": true, ""ari_vs_celltype"": true}",multi_resolution_stability: 4 resolutions; mean ARI = 0.658 | ari_vs_celltype: ARI=0.540,5,109.10280156135559,,2026-04-28T14:33:05.601069Z,trajectories/deepseek_v4flash_canonical/A05_leiden_clustering__deepseek_omicverse__deepseek_v4_flash__seed2.json
B01_full_pipeline,B,hard,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.337,9,138.82124972343445,,2026-04-27T05:47:40.417725Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_baseline__deepseek_v4_flash__seed0.json
B01_full_pipeline,B,hard,deepseek_baseline,deepseek-v4-flash,1,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.351,12,646.2021985054016,,2026-04-28T03:41:30.789535Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_baseline__deepseek_v4_flash__seed1.json
B01_full_pipeline,B,hard,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.475,17,2351.5365130901337,,2026-04-28T15:12:17.636438Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_baseline__deepseek_v4_flash__seed2.json
B01_full_pipeline,B,hard,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.555,16,369.5548589229584,,2026-04-29T04:10:09.446014Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_omicverse__deepseek_v4_flash__seed0.json
B01_full_pipeline,B,hard,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.491,22,534.8374960422516,,2026-04-28T03:50:26.050812Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_omicverse__deepseek_v4_flash__seed1.json
B01_full_pipeline,B,hard,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""mt_obs"": true, ""ribo_obs"": true, ""leiden_present"": true, ""counts_layer"": true, ""hvg"": true, ""pca"": true, ""umap"": true, ""cluster_count"": true, ""cells_after_full_qc"": true, ""resolution_chosen"": true, ""ari_vs_celltype"": true}",ari_vs_celltype: ARI=0.397,17,1137.730152130127,,2026-04-28T15:31:19.904741Z,trajectories/deepseek_v4flash_canonical/B01_full_pipeline__deepseek_omicverse__deepseek_v4_flash__seed2.json
B02_subset_recluster,B,hard,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '2', '4']; CD8A-dominant: ['3', '5']",6,45.53941464424133,,2026-04-27T05:49:03.360028Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_baseline__deepseek_v4_flash__seed0.json
B02_subset_recluster,B,hard,deepseek_baseline,deepseek-v4-flash,1,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '2', '4']; CD8A-dominant: ['3', '5']",3,33.90755248069763,,2026-04-28T03:51:00.483291Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_baseline__deepseek_v4_flash__seed1.json
B02_subset_recluster,B,hard,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '3', '4']; CD8A-dominant: ['2', '5']",5,88.93013000488281,,2026-04-28T15:32:50.089089Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_baseline__deepseek_v4_flash__seed2.json
B02_subset_recluster,B,hard,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '2', '4']; CD8A-dominant: ['3', '5']",3,36.1117148399353,,2026-04-27T05:48:17.075408Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_omicverse__deepseek_v4_flash__seed0.json
B02_subset_recluster,B,hard,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '2', '4']; CD8A-dominant: ['3', '5']",4,31.598187923431396,,2026-04-28T03:51:33.626459Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_omicverse__deepseek_v4_flash__seed1.json
B02_subset_recluster,B,hard,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""subset_size"": true, ""only_t_cells"": true, ""tsubcluster_present"": true, ""subcluster_count"": true, ""cd4_cd8_split"": true}","cd4_cd8_split: CD4-dominant: ['0', '1', '2', '4']; CD8A-dominant: ['3', '5']",4,61.77502799034119,,2026-04-28T15:33:52.654106Z,trajectories/deepseek_v4flash_canonical/B02_subset_recluster__deepseek_omicverse__deepseek_v4_flash__seed2.json
B03_diff_expression,B,hard,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 3 DE methods; mean Jaccard = 0.520 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD79A', 'CD79B', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3E']), ('3', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",13,219.70718431472778,,2026-04-27T05:56:00.439172Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_baseline__deepseek_v4_flash__seed0.json
B03_diff_expression,B,hard,deepseek_baseline,deepseek-v4-flash,1,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 4 DE methods; mean Jaccard = 0.559 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD79A', 'CD79B', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3E']), ('3', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",14,314.7740421295166,,2026-04-28T03:56:48.894542Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_baseline__deepseek_v4_flash__seed1.json
B03_diff_expression,B,hard,deepseek_baseline,deepseek-v4-flash,2,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 3 DE methods; mean Jaccard = 0.347 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['CD14', 'LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD19', 'CD79A', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3D', 'CD3E', 'IL7R']), ('3', 'CD14-positive monocyte', ['S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",11,466.9651894569397,,2026-04-28T19:23:54.115105Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_baseline__deepseek_v4_flash__seed2.json
B03_diff_expression,B,hard,deepseek_omicverse,deepseek-v4-flash,0,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 5 DE methods; mean Jaccard = 0.460 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD79A', 'CD79B', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3E']), ('3', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",11,196.44987058639526,,2026-04-27T05:52:20.225326Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_omicverse__deepseek_v4_flash__seed0.json
B03_diff_expression,B,hard,deepseek_omicverse,deepseek-v4-flash,1,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 5 DE methods; mean Jaccard = 0.493 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['CD14', 'LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD19', 'CD79A', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3D', 'CD3E', 'IL7R']), ('3', 'CD14-positive monocyte', ['S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",19,798.2420363426208,,2026-04-28T04:10:07.690110Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_omicverse__deepseek_v4_flash__seed1.json
B03_diff_expression,B,hard,deepseek_omicverse,deepseek-v4-flash,2,True,1.0,none,"{""rank_present"": true, ""rank_substructure"": true, ""multi_method_de_consistency"": true, ""top_markers_canonical_per_cluster"": true}","multi_method_de_consistency: 3 DE methods; mean Jaccard = 0.318 | top_markers_canonical_per_cluster: 6 clusters hit canonical markers: [('1', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('12', 'B cell', ['CD79A', 'CD79B', 'MS4A1']), ('2', 'CD4-positive, alpha-beta T cell', ['CD3E']), ('3', 'CD14-positive monocyte', ['LYZ', 'S100A8', 'S100A9']), ('5', 'cytotoxic T cell', ['CD3D', 'CD3E'])]",13,175.8457157611847,,2026-04-28T19:26:52.164366Z,trajectories/deepseek_v4flash_canonical/B03_diff_expression__deepseek_omicverse__deepseek_v4_flash__seed2.json
B04_multi_method_batch_correction,B,hard,deepseek_baseline,deepseek-v4-flash,0,True,1.0,none,"{""batch_obs"": true, ""batch_separation_reduced"": true, ""celltype_structure_preserved"": true, ""kbet_lisi_quantitative"": true}","batch_separation_reduced: max silhouette drop=+0.138 (base=0.043); per-key [('X_combat', 0.04475392145104706), ('X_harmony', 0.04318068326392677), ('X_mde_combat', 0.005591284483671188), ('X_mde_harmony', 0.04597439616918564), ('X_mde_scVI', 0.02985357865691185), ('X_mde_scanorama', 0.03299244400113821), ('X_pca_harmony', 0.040572572499513626), ('X_scVI', 0.0433013869842398), ('X_scanorama', 0.05719207227230072), ('corrected', 0.06471855892315304), ('scanorama_corrected', 0.13776696894182938)] | celltype_structure_preserved: best ASW(cell_type)=0.145 ≥ 50%×0.130 | kbet_lisi_quantitative: max kNN-batch-mixing score = 0.823; per-key [('X_combat', 0.22485714285714284), ('X_harmony', 0.6981428571428571), ('X_mde_combat', 0.19424999999999998), ('X_mde_harmony', 0.7100714285714286), ('X_mde_scVI', 0.6897857142857142), ('X_mde_scanorama', 0.5753214285714284), ('X_pca_harmony', 0.6852142857142857), ('X_scVI', 0.6592499999999999), ('X_scanorama', 0.5831071428571427), ('corrected', 0.8226785714285713), ('scanorama_corrected', 0.47757142857142854)]",21,633.1692588329315,,2026-04-27T06:16:01.686281Z,trajectories/deepseek_v4flash_canonical/B04_multi_method_batch_correction__deepseek_baseline__deepseek_v4_flash__seed0.json
